DATAFLOW,LAST UPDATE,freq,quantile,indic_il,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2018,16930,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2019,17474,,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2020,18345,b,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2021,18323,,"
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 18 countries (2014),2015,15748,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 18 countries (2014),2016,16135,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 18 countries (2014),2017,16597,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 18 countries (2014),2018,17024,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 18 countries (2014),2019,17567,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 18 countries (2014),2020,18437,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2015,15648,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2016,16037,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2017,16500,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2018,16930,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2019,17474,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2020,18345,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2021,18323,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2015,15517,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2016,15901,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2017,16365,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2018,16795,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2019,17344,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2020,18214,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2021,18187,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2022,18714,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2023,19984,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2015,6598,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2016,7194,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2017,7992,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2018,8945,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2019,9803,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2020,10504,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2021,10854,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2022,12463,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2023,12739,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Estonia,2024,13912,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2015,6457,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2016,6457,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2017,6616,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2018,6820,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2019,7185,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2020,7622,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2021,7633,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2022,8247,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Greece,2023,8765,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2015,11411,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2016,11634,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2017,12149,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2018,12647,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2019,12997,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2020,13840,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2021,13697,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2022,14575,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2023,15901,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Spain,2024,16887,,
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2015,14205,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2016,14508,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2017,14862,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2018,15522,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2019,15762,e,"
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2015,14282,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2016,14587,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2017,14940,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2018,15603,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2019,15837,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2015,13597,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2016,13947,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2017,14370,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2018,15055,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2019,15340,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2020,16141,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2021,16214,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2022,16825,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2023,18032,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2015,14205,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2016,14508,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2017,14862,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2018,15522,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2019,15762,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2015,21244,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2016,21260,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2017,21541,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2018,21906,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2019,22406,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2020,22805,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2021,22914,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2022,23549,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Finland,2023,24416,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2015,19283,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2016,19639,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2017,19898,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2018,20096,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2019,20338,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2020,19802,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2021,20333,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2022,20490,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,France,2023,21557,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2015,4778,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2016,5070,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2017,5389,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2018,5821,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2019,6371,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2020,6929,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2021,7075,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2022,7712,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Croatia,2023,8630,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2015,4082,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2016,4257,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2017,4395,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2018,4804,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2019,5192,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2020,5674,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2021,5831,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2022,6207,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Hungary,2023,6493,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2015,18711,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2016,19427,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2017,19856,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2018,22057,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2019,22454,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2020,23863,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2021,25630,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2022,26472,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Ireland,2023,27480,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Iceland,2015,22419,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Iceland,2016,26047,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Iceland,2017,30825,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Iceland,2018,36481,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Iceland,2019,33918,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2015,13697,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2016,13913,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2017,14225,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2018,14460,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2019,14921,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2020,15485,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2021,15326,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2022,15981,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Italy,2023,17429,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2015,4328,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2016,4783,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2017,5171,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2018,5813,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2019,6460,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2020,7438,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2021,8352,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2022,8653,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Lithuania,2023,9643,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2015,30760,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2016,28884,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2017,31977,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2018,30146,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2019,31563,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2020,32672,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2021,37168,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2022,39111,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Luxembourg,2023,40911,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2015,4903,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2016,5330,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2017,5564,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2018,6215,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2019,7028,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2020,7554,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2021,7930,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2022,8777,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2023,9707,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Latvia,2024,11017,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Fourth decile,Top cut-off point,Euro,Montenegro,2015,2623,,
